PG.MolecularWeight,PG.NrOfStrippedSequencesIdentified (Experiment-wide),PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 20251205_SR_saliva_set2_#1.raw.PG.NrOfStrippedSequencesIdentified,[2] 20251205_SR_saliva_set2_#2.raw.PG.NrOfStrippedSequencesIdentified,[3] 20251205_SR_saliva_set2_#3.raw.PG.NrOfStrippedSequencesIdentified,[4] 20251205_SR_saliva_set2_#4.raw.PG.NrOfStrippedSequencesIdentified,[5] 20251205_SR_saliva_set2_#5.raw.PG.NrOfStrippedSequencesIdentified,[6] 20251205_SR_saliva_set2_#6.raw.PG.NrOfStrippedSequencesIdentified,[7] 20251205_SR_saliva_set2_#7.raw.PG.NrOfStrippedSequencesIdentified,[8] 20251205_SR_saliva_set2_#8.raw.PG.NrOfStrippedSequencesIdentified,[9] 20251205_SR_saliva_set2_#9.raw.PG.NrOfStrippedSequencesIdentified,[10] 20251205_SR_saliva_set2_#10.raw.PG.NrOfStrippedSequencesIdentified,[11] 20251205_SR_saliva_set2_#11.raw.PG.NrOfStrippedSequencesIdentified,[12] 20251205_SR_saliva_set2_#12.raw.PG.NrOfStrippedSequencesIdentified,[13] 20251205_SR_saliva_set2_#13.raw.PG.NrOfStrippedSequencesIdentified,[1] 20251205_SR_saliva_set2_#1.raw.PG.Quantity,[2] 20251205_SR_saliva_set2_#2.raw.PG.Quantity,[3] 20251205_SR_saliva_set2_#3.raw.PG.Quantity,[4] 20251205_SR_saliva_set2_#4.raw.PG.Quantity,[5] 20251205_SR_saliva_set2_#5.raw.PG.Quantity,[6] 20251205_SR_saliva_set2_#6.raw.PG.Quantity,[7] 20251205_SR_saliva_set2_#7.raw.PG.Quantity,[8] 20251205_SR_saliva_set2_#8.raw.PG.Quantity,[9] 20251205_SR_saliva_set2_#9.raw.PG.Quantity,[10] 20251205_SR_saliva_set2_#10.raw.PG.Quantity,[11] 20251205_SR_saliva_set2_#11.raw.PG.Quantity,[12] 20251205_SR_saliva_set2_#12.raw.PG.Quantity,[13] 20251205_SR_saliva_set2_#13.raw.PG.Quantity,[1] 20251205_SR_saliva_set2_#1.raw.PG.IBAQ,[2] 20251205_SR_saliva_set2_#2.raw.PG.IBAQ,[3] 20251205_SR_saliva_set2_#3.raw.PG.IBAQ,[4] 20251205_SR_saliva_set2_#4.raw.PG.IBAQ,[5] 20251205_SR_saliva_set2_#5.raw.PG.IBAQ,[6] 20251205_SR_saliva_set2_#6.raw.PG.IBAQ,[7] 20251205_SR_saliva_set2_#7.raw.PG.IBAQ,[8] 20251205_SR_saliva_set2_#8.raw.PG.IBAQ,[9] 20251205_SR_saliva_set2_#9.raw.PG.IBAQ,[10] 20251205_SR_saliva_set2_#10.raw.PG.IBAQ,[11] 20251205_SR_saliva_set2_#11.raw.PG.IBAQ,[12] 20251205_SR_saliva_set2_#12.raw.PG.IBAQ,[13] 20251205_SR_saliva_set2_#13.raw.PG.IBAQ
38225.5,5,Q3ULJ0,Gpd1l,Mus musculus,Glycerol-3-phosphate dehydrogenase 1-like protein,3,2,3,4,5,4,2,3,2,3,4,2,3,33429.63281,47127.86719,54622.70313,71643.79688,147253.6094,50552.55859,28108.46484,60628.69141,76588.29688,50642.73438,79205.92969,39236.25391,61007.30859,3796.5,4561.7,4960.6,9108.5,18931.699,6433.7,2957.2,6970.4,7391.5,5668.8,10064.8,3703,6827.8
41291.94,3,Q3UM45,Ppp1r7,Mus musculus,Protein phosphatase 1 regulatory subunit 7,2,1,2,1,3,1,1,1,0,1,3,1,2,17707.66602,21043.47461,13274.75781,25734.47266,80937.60156,19023.49609,20722.06641,14807.92969,NaN,30472.05078,35614.25,14957.0625,21290.03711,1369.7,1231.6,1031.2,1506.2,5930.1,1113.4,1212.8,176,NaN,1783.5,2553.6,875.4,1524.5
39329.21,7,Q3UMW8,Cln5,Mus musculus,Bis(monoacylglycero)phosphate synthase CLN5,7,7,5,7,6,7,7,7,6,7,7,7,6,54201.90625,92372.27344,62869.17578,75667.25,30463.98438,50723.76563,76666.00781,72195.0625,99578.25,70007.03125,44502.14063,73108.25781,43840.19531,18769.6,33886,11163.8,32933.199,8156.5,16214.5,29769.6,29459.801,46769.602,31891.9,15397.9,36084,20597.199
40712.07,3,Q3UND0,Skap2,Mus musculus,Src kinase-associated phosphoprotein 2,2,2,2,2,1,3,2,2,1,2,0,1,1,13527.57715,17956.25586,13191.9209,19592.97461,10720.4502,18122.35352,8192.108398,11730.83105,8480.844727,4963.024902,NaN,15055.96289,7547.376953,1268.3,1735.9,1275.3,1571.7,397.4,2761.6,780.9,1105.3,447.8,522.1,NaN,795,305.9
28647.89,6,Q3UP87,Elane,Mus musculus,Neutrophil elastase,3,3,6,6,1,6,6,5,4,4,3,5,4,49625.07422,83523.14844,84493.85156,81648.8125,28716.35547,191171.9219,150548.8906,149983.3125,138515.7188,137781.5156,28525.55859,183204.4531,118263.7188,13215.3,18153.801,22190.1,24151,3442.2,67152.602,49893.602,44055.699,46331.301,46508.898,6239.9,52620.898,47930.398
133569.22,2,Q3UPL0,Sec31a,Mus musculus,Protein transport protein Sec31A,1,0,1,1,1,0,1,1,0,1,1,0,1,1815.289795,NaN,2053.021484,6967.880859,10328.70996,NaN,659.2439575,4584.444824,NaN,3897.2854,8057.516602,NaN,1887.467896,33.6,NaN,38,129,191.3,NaN,12.2,84.9,NaN,72.2,149.2,NaN,35
165102.73,28,Q3UQ28,Pxdn,Mus musculus,Peroxidasin homolog,26,25,25,24,22,26,24,24,25,25,23,23,26,390703.0625,560699.125,409932.6875,457454.0625,248858.9531,387506.1563,461178.3438,635141.125,787910,524108.4375,269794.4375,510591.0625,332942.9375,32303.1,41105,33327.398,36274.398,19874.699,31232.1,39634.699,54348.102,65673.602,45472,20746.5,42471.699,28658.5
43604.86,3,Q3UQ41,Tmprss11a,Mus musculus,Transmembrane protease serine 11A,3,2,3,3,2,3,3,3,2,3,3,3,3,119733.875,185133.375,108438.6406,142639.5938,77152.64844,99056.52344,206314.9375,160814.5938,159536.3125,292453.0625,85717.4375,193022,112056.4688,18087.6,26151.199,21271.301,28503,12663.1,21103.801,21094.199,18349.6,14968.4,32216.5,15478.5,24422.699,14769.4
162340.28,80,Q3UU35,A2ml1,Mus musculus,Alpha-2-macroglobulin-like protein 1,76,75,78,70,73,74,77,70,71,75,73,71,73,157749440,213867488,177657504,154054992,112952224,166536160,279052928,127648368,182482064,171278752,116756256,180008768,150744992,14406521,18539434,14170417,14198842,8896393,13658747,22796964,10955416,16000336,14781794,10932701,14665839,10539606
93205.98,9,Q3UUY6,Prom2,Mus musculus,Prominin-2,9,8,9,9,9,5,6,8,6,8,8,6,9,50003.25781,68573.33594,87081.55469,86651.84375,29425.17578,16783.44336,21074.26563,47846.78906,76096.94531,28820.44922,44050.92188,26572.66797,31444.66211,8240.7,9795.8,12824.6,12888.4,4507.7,1598.8,2731.8,6786.2,7288.7,6357.4,6969.2,3051.2,5219.9
62844.63,32,Q3UV17,Krt76,Mus musculus,"Keratin, type II cytoskeletal 2 oral",32,21,22,14,24,26,20,24,18,26,25,21,22,8592328,820853.625,1262951.75,154939.375,1047122.125,1828972.25,661109.375,1427389,935668.125,1383260.25,1881917.375,1444245.5,2046728.375,1815195.75,182831.5,261604.5,72385.297,193599.406,442268.188,144461.594,292085.906,196888.094,297509.188,454145,309884.812,367924.5
102649.07,3,Q3UW53,Niban1,Mus musculus,Protein Niban 1,1,0,1,1,3,3,2,2,0,1,2,1,1,7756.174316,NaN,6711.535645,3150.523682,20653.79102,19818.67969,8890.796875,7818.187988,NaN,6771.860352,15381.8877,10297.30273,8585.06543,184,NaN,159.2,74.8,1130.2,1016.8,304.2,381.6,NaN,160.7,606.7,244.3,203.7
60149.58,1,Q3UX43,Ankrd13c,Mus musculus,Ankyrin repeat domain-containing protein 13C,1,0,0,1,0,0,0,0,0,1,1,1,1,9900.487305,NaN,NaN,1433.529907,NaN,NaN,NaN,NaN,NaN,322.6281128,2849.781006,8319.06543,7278.712891,430.5,NaN,NaN,62.3,NaN,NaN,NaN,NaN,NaN,14,123.9,361.7,316.5
53435.34,7,Q3UZ09,C1rl,Mus musculus,Complement C1r subcomponent-like protein,6,6,6,5,6,7,7,6,5,5,5,5,6,125539.0078,138080.5781,123716.6641,125731.6016,66763.23438,101468.0781,94761.84375,83769.48438,143260.5469,77127.03906,89306.69531,100282.7188,75398.08594,22646.1,31627.301,24833.4,20514.6,12486,26418.5,29559.5,23608.801,23138.5,12380.6,14542.1,15930.3,20734.1
57299.08,5,Q3UZZ4,Olfm4,Mus musculus,Olfactomedin-4,4,5,5,5,4,5,5,4,4,5,5,5,5,83456.26563,321444.6563,155367.625,393089.3438,49842.43359,172854.4688,217819.3906,321640.1563,167776.9063,248733.9219,137082.0781,212299.6719,182921.7344,11548.1,38317,21103.301,45624.199,6835,21578.4,30085.6,40680.199,23871.5,30942,17188.301,27567.6,21498.301
35083.32,2,Q3UZZ6,Sult1d1,Mus musculus,Sulfotransferase 1 family member D1,0,0,1,0,2,0,0,0,0,0,2,1,2,NaN,NaN,6213.093262,NaN,26291.94336,NaN,NaN,NaN,NaN,NaN,13316.21094,25238.60547,15636.35449,NaN,NaN,219,NaN,2800.4,NaN,NaN,NaN,NaN,NaN,1458.5,1515.3,1839.6
65709.41,1,Q3V080,Znf583,Mus musculus,Zinc finger protein 583,1,1,1,1,1,1,1,1,1,1,1,1,1,228281.6406,267567,154645.3594,313962.25,110414.0313,293526.1563,917478.5625,1107550.5,1658185.5,1460968.5,212586.625,908669.25,627847.125,7876.6,9243.1,5335.9,10993.7,3809.7,10127.8,27195.199,36479.199,60172.801,60021.898,7335.1,35939.801,21663.199
47010.11,7,Q3V188,Endou,Mus musculus,Uridylate-specific endoribonuclease,5,3,3,2,4,6,5,5,1,6,4,4,7,59078.78125,29116.37891,33240.92578,12506.07715,48805.07031,34175.76172,30753.20508,33343.47656,21035.3418,44843.29688,33185.89453,31181.16016,30555.59961,12593.8,3755.3,6197.8,2581.3,26739.6,8289.1,4341.4,5332,1776,8982,7526.8,3518.5,10089.9
130887.55,3,Q3V1H3,Hephl1,Mus musculus,Ferroxidase HEPHL1,0,0,0,0,0,0,0,3,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22493.77539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1163.5,NaN,NaN,NaN,NaN,NaN
9030.41,2,Q4KML4,Abracl,Mus musculus,Costars family protein ABRACL,2,1,2,2,2,2,2,2,1,1,2,1,1,60380.41016,97132.375,85397.54688,128917.8906,114703.8125,98788.04688,108106.7422,74818.92969,179827.6563,95760.10938,82746.79688,112176.1719,74409.83594,26877.699,15328.4,38852.898,61395.898,79930.5,44951.5,44488.602,27535.199,28378.6,15111.9,40277.602,17702.5,11742.6
11248.76,1,Q4VAB4,Cnpy1,Mus musculus,Protein canopy homolog 1,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,18159.52734,NaN,NaN,NaN,NaN,NaN,4635.530273,NaN,NaN,NaN,NaN,NaN,NaN,3631.9,NaN,NaN,NaN,NaN,NaN,927.1,NaN,NaN
57673.47,11,Q571E4,Galns,Mus musculus,N-acetylgalactosamine-6-sulfatase,10,10,11,11,11,11,9,10,10,9,10,9,10,103119.7969,121740.9219,94810.82031,113719.1953,66122.45313,85425.9375,137718.2656,133265.5313,173944.5781,117451.5859,73661.28906,112779.5078,75970.55469,27313,35936,28285.1,32644.1,18621,22849.301,37598.801,36684.199,51576.398,29423.5,21399.6,29014.5,22448.301
84755.75,3,Q571I9,Aldh16a1,Mus musculus,Aldehyde dehydrogenase family 16 member A1,2,2,0,0,3,2,2,2,1,1,2,2,1,11947.89551,3352.766846,NaN,NaN,20168.41211,6794.917969,9178.526367,9498.448242,10173.66699,8367.335938,13154.71973,9559.84375,6959.128906,853.9,317.1,NaN,NaN,1686.7,488.1,655.5,652.6,514.3,423,890,642.8,351.8
146219.36;147560.92,1,Q58A65;Q9ESN9,Spag9;Mapk8ip3,Mus musculus,C-Jun-amino-terminal kinase-interacting protein 4;C-Jun-amino-terminal kinase-interacting protein 3,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,26999.49805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375;403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52695.74,12,Q5BKQ4,Pnliprp1,Mus musculus,Inactive pancreatic lipase-related protein 1,12,9,11,9,7,10,9,11,11,10,11,11,10,524035,448519.3125,630664.5625,338542.4375,264654.1563,287357.7813,354747.2813,519382.4688,1384513.125,515357.625,316075.7188,597380.3125,422866.7188,63688.801,56481,75079.602,43556.699,28313.699,35776.5,40272.398,63079.699,181113.297,60991.398,38775.898,72223.703,49844.699
145320.39,2,Q5DID3,Umodl1,Mus musculus,Uromodulin-like 1,2,0,2,0,2,1,0,1,0,1,2,0,0,6420.061523,NaN,8038.822266,NaN,22426.11719,1838.633545,NaN,5651.416016,NaN,4517.828613,12013.54102,NaN,NaN,207.1,NaN,241.4,NaN,964.9,33.9,NaN,72.4,NaN,57.9,361.1,NaN,NaN
20929.92,11,Q5FW60,Mup20,Mus musculus,Major urinary protein 20,10,7,10,11,10,6,8,4,3,4,9,4,7,204403.2031,123015.1641,231804.9688,168688.2969,121869.7422,21289.41016,100894.75,35014.5,36374.79688,51462.10938,145282.625,44214.77734,93146.55469,103470.398,65715.898,176547.906,122598.203,78310.5,10970.1,38079.398,13358.4,11320.3,20060.301,92411.797,15480.7,38980.5
50410.68,4,Q5FWK3,Arhgap1,Mus musculus,Rho GTPase-activating protein 1,3,2,3,3,4,3,2,3,1,2,3,2,1,9414.321289,9782.861328,11355.03223,18912.53906,43868.12891,21488.5,23359.19336,19813.8125,15774.1875,11255.24023,25054.00195,19196.75781,13197.99902,1095.2,776.8,1333.8,1736,5517.6,2225,1691.5,2101.4,287.2,954.9,2288.3,1576.6,813.3
65765.9,5,Q5MJS3,Fam20c,Mus musculus,Extracellular serine/threonine protein kinase FAM20C,5,5,5,5,5,5,2,4,3,4,5,2,4,104251.5938,116905.8125,95800.72656,85894.60938,73060.35156,82504.70313,51089.49609,57112.16016,106997.75,47427.30078,89150.24219,72644.59375,58014.48828,17966.1,19666.199,13178.3,9071.6,9284.3,11120.1,5363.6,9487.5,14966.2,6781,11812,7014,9412
45235.12,1,Q5NC32,Slc16a11,Mus musculus,Monocarboxylate transporter 11,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,12548.64063,NaN,NaN,NaN,NaN,NaN,6972.831543,NaN,NaN,NaN,NaN,NaN,NaN,896.3,NaN,NaN,NaN,NaN,NaN,498.1,NaN,NaN
145659.37,5,Q5SQX6,Cyfip2,Mus musculus,Cytoplasmic FMR1-interacting protein 2,3,2,5,2,4,5,3,4,3,3,5,4,4,115861.0703,36963.57031,48107.60156,86121.92188,67298.1875,72663.42188,53522.11719,47276.125,45000.40625,31159.55664,64060.81641,59050.67969,51145.30078,7505.7,1417.1,2427.5,3048.1,2892,4118.7,1032.9,1021.8,1012.6,755.1,3553.4,1410.3,2307.2
144629.32,4,Q5SUR0,Pfas,Mus musculus,Phosphoribosylformylglycinamidine synthase,2,0,0,1,4,2,1,1,0,1,3,1,1,57757.38672,NaN,NaN,3467.530029,28666.55664,17555.0957,2038.568481,61063.91406,NaN,30667.73828,9420.865234,25084.00977,9920.776367,2208.3,NaN,NaN,60,2887.9,507.8,78,1056.1,NaN,530.4,692,433.8,116.4
80123.57,54,Q5SW46,Lpo,Mus musculus,Lactoperoxidase,52,53,52,51,53,52,51,51,51,50,52,51,52,75098248,105497312,79638056,73035464,40730832,53378868,65278784,60875364,104615400,59441104,51710604,63782172,54527468,15109959,21402864,14474245,14275764,6330810,9270419,13609227,12611876,20100248,10681358,9687214,12076238,9346334
222858.77,5,Q5SX39,Myh4,Mus musculus,Myosin-4,4,5,3,1,2,5,0,2,1,2,3,2,0,176292.75,394607.5,55597.375,20486.70898,13489.61914,1140381.875,NaN,46387.26172,10456.90723,11907.39941,12765.16309,4855.149902,NaN,4276.8,13188,1355,291.4,294.5,34598.801,NaN,390.2,83,292.6,272.1,222.8,NaN
223342.33,32,Q5SX40,Myh1,Mus musculus,Myosin-1,17,19,7,6,17,26,6,16,5,11,14,9,8,155455.7813,485000.0625,123017.3516,37034.51563,78973.83594,1299098.75,34011.5,70247.54688,31568.79102,74787.96875,37778.55859,24472.20117,18307.61523,9157.4,30725.699,5673.6,1526.7,7360.4,105066.5,1343,4008.6,1226,2678.5,4726.1,1323.5,923.6
21956.73,3,Q5SXG7,Vmo1,Mus musculus,Vitelline membrane outer layer protein 1 homolog,2,2,1,2,3,2,2,3,0,2,2,2,3,57987.01953,51280.05469,27649.17383,149441.4531,62088.32031,76142.9375,71954.75781,116107.5781,NaN,64477.31641,53487.30078,69531.5,55499.84766,22269.1,15185.5,3942.8,44780.801,37787.398,18033.5,28615.9,54380.602,NaN,18613.199,17040.301,22062.4,16874.1
13627.12,1,Q5UW37,Cxcl17,Mus musculus,C-X-C motif chemokine 17,1,1,1,0,1,1,1,1,1,1,1,1,1,254149.1875,387776.0938,289767.2813,NaN,205574.1563,214448.7656,95426.28125,22537.58594,26124.68164,23869.46875,70702.05469,26684.00977,53184.50391,31768.6,48472,36220.898,NaN,25696.801,26806.1,11928.3,2817.2,3265.6,2983.7,8837.8,3335.5,6648.1
150891.25,1,Q5XJV6,Lmtk3,Mus musculus,Serine/threonine-protein kinase LMTK3,1,1,1,1,1,1,1,1,1,1,1,1,1,51248.87891,97937.4375,167303.6875,73431.44531,36134.82422,24873.06836,88917.89844,24013.98828,229684.75,56353.36328,21760.02344,66965.0625,111331.3281,776.5,1483.9,2534.9,1112.6,547.5,376.9,1347.2,363.8,3480.1,853.8,329.7,1014.6,1686.8
57229.4,1,Q5XJY5,Arcn1,Mus musculus,Coatomer subunit delta,1,0,0,0,1,1,0,1,0,0,1,1,1,2047.307007,NaN,NaN,NaN,6239.84375,6227.97168,NaN,6768.089355,NaN,NaN,4592.672852,7042.875977,6367.620117,73.1,NaN,NaN,NaN,222.9,222.4,NaN,241.7,NaN,NaN,164,251.5,227.4
127352.28,2,Q5XKE0,Mybpc2,Mus musculus,"Myosin-binding protein C, fast-type",0,0,1,0,1,2,0,0,0,0,1,0,0,NaN,NaN,1022.161011,NaN,47960.55859,72693.32031,NaN,NaN,NaN,NaN,13267.16113,NaN,NaN,NaN,NaN,17.3,NaN,812.7,1463.7,NaN,NaN,NaN,NaN,224.8,NaN,NaN
65681.94,1,Q5YD48,A1cf,Mus musculus,APOBEC1 complementation factor,1,1,1,1,1,1,1,1,1,1,1,1,1,29274.12891,155948.6406,100391.0859,203737,26269.6582,109210.7813,200455.5781,330392.8125,296046.3125,369153.8125,68618.11719,276240.8125,158524.625,1009.5,5377.5,3461.8,7025.4,905.9,3765.9,6912.3,11392.9,10208.5,12729.4,2366.1,9525.5,5466.4
23895.27,4,Q60590,Orm1,Mus musculus,Alpha-1-acid glycoprotein 1,3,2,1,2,4,4,4,4,3,3,4,4,4,49217.37891,57680.67969,34887.77344,112496.2969,1402348.875,95058.21094,276817.0313,142049.1719,91088.69531,85901.60938,477059.5625,95484.82813,259057.4063,10602.8,12182.2,5290,18525.9,168682.406,15221.3,81514.703,24158.1,27670.1,12588.7,74952.297,21853.699,36825.102
80253.68,6,Q60604,Scin,Mus musculus,Scinderin,0,0,0,0,6,0,0,0,0,0,4,0,2,NaN,NaN,NaN,NaN,42024.17969,NaN,NaN,NaN,NaN,NaN,18024.12891,NaN,8836.277344,NaN,NaN,NaN,NaN,4580.2,NaN,NaN,NaN,NaN,NaN,1545.4,NaN,402.3
16930.05,7,Q60605,Myl6,Mus musculus,Myosin light polypeptide 6,7,6,7,7,6,7,7,6,6,6,7,6,7,162596.2188,203399.7031,190798.1406,225070.0313,364585.6563,343200.2813,223343.6563,257288.5625,283444.9688,224892.3906,219832.9844,247465.5469,204356.5781,72558,68972.602,74014.898,73042.703,121145.602,122379.398,89372.297,83051.102,86102.898,67048.602,106993.602,89824.602,78593.297
25238.41,2,Q60631,Grb2,Mus musculus,Growth factor receptor-bound protein 2,2,2,2,2,2,2,2,2,2,2,2,2,2,33174.07813,48575.1875,41421.45313,40384.625,37617.33984,75009.10156,54366.01953,53853.72266,50428.24609,28427.07031,40658.69922,49497.35547,30765.75391,4941.3,7286.9,5691.5,5223.9,5957.9,9531.2,6398.1,6752.5,6224.2,3394.6,5164.8,5917.4,4150
20824.22,7,Q60648,Gm2a,Mus musculus,Ganglioside GM2 activator,6,5,6,5,5,6,5,5,7,5,4,6,6,180758.4688,224603.5156,157238.0313,176543.3438,92948.29688,158741.9375,228517.0469,201459.3281,352601.3438,249869.6563,139500.5781,202449.2813,149504.3906,66354.602,88239.5,61117.699,66739.5,32567.5,58522.199,112752,75433.5,134633.5,83092.703,47001.801,93478.398,48860.301
38354.12,4,Q60668,Hnrnpd,Mus musculus,Heterogeneous nuclear ribonucleoprotein D0,3,3,3,3,3,3,4,3,3,4,3,3,4,47532.125,61727.97266,55315.02344,87467.60938,195550.4688,88203.67969,154912.5156,130195.4531,161681.2813,83870.99219,81907.14844,104282.6563,77811.75781,10975.5,16080.6,14439.8,20184.801,40082,28531.1,28980.699,29797.199,29799.5,21231.801,16536.5,22297.199,19398.199
25378.74,2,Q60692,Psmb6,Mus musculus,Proteasome subunit beta type-6,1,1,1,2,2,2,1,2,1,2,2,1,2,16851.125,15628.53125,9916.481445,18594.48438,72877.64844,20222.05078,13814.68457,18105.48047,12594.05664,15015.77734,28571.31445,9508.828125,14957.87891,1414.9,1312.2,832.6,2232.6,8426.5,2340.4,1159.9,2105,1057.4,1814.3,3329.7,798.4,1745.6
75893.11,9,Q60710,Samhd1,Mus musculus,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,7,6,8,7,8,9,8,8,7,7,7,8,8,33572.08984,36480.52734,40153.17578,54944.17969,61261.09766,82285.28125,51849.53516,38847.11719,46878.19141,42755.36719,38981.19922,46875.79297,29444.51172,4543,4600.6,5270.6,6340.1,7938.9,10822.2,5792.7,5303.5,4944.6,4735.5,4932.8,6468.7,3665.6
45133.52,2,Q60737,Csnk2a1,Mus musculus,Casein kinase II subunit alpha,2,1,2,1,2,2,2,2,2,2,2,2,2,29614.79492,10049.95215,18986.53516,13859.96777,47506.77734,41439.38672,18286.94141,36689.51953,19192.44336,33183.98438,26548.61914,27453.89453,30625.63281,2889.9,416.9,1899,774.2,5017.9,4057.9,1795.1,3571.6,1853.7,3195.9,3190.3,2660.8,2952.8
42598.9,7,Q60854,Serpinb6,Mus musculus,Serpin B6,6,5,7,7,7,4,2,5,2,4,7,4,6,80103.9375,113906.4609,246318.5781,314864.1875,382529.5,65299.11328,67497.55469,74345.36719,81906.625,86217.59375,208117.3438,87686.58594,160942,8387.1,18325.301,32605.801,34695.898,48516.301,5989.5,4672.8,10262.1,7971.5,9290.5,30970.5,8702.3,17913.6
62582.1,8,Q60864,Stip1,Mus musculus,Stress-induced-phosphoprotein 1,2,1,1,1,7,3,1,2,1,2,3,1,2,16268.40039,13501.13379,6372.717285,25976.07227,109094.5078,20977.97461,18359.12891,19388.81641,18679.61719,13830.26074,47418.11719,12317.88867,2730.724121,670.8,510,240.7,981.2,5754.7,2185.9,693.5,776.6,705.6,575.5,4012.5,465.3,695.2
39533.13,1,Q60900,Elavl3,Mus musculus,ELAV-like protein 3,0,0,0,0,1,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,35361.67578,NaN,NaN,NaN,NaN,NaN,4952.96582,NaN,4669.436523,NaN,NaN,NaN,NaN,1861.1,NaN,NaN,NaN,NaN,NaN,260.7,NaN,245.8
61562.59,1,Q60928,Ggt1,Mus musculus,Glutathione hydrolase 1 proenzyme,1,0,1,0,0,0,1,1,1,1,0,1,1,22822.9043,NaN,12010.05078,NaN,NaN,NaN,42163.26953,27926.04883,30632.00781,24361.50586,NaN,41104.125,15210.08105,713.2,NaN,375.3,NaN,NaN,NaN,1317.6,872.7,957.3,761.3,NaN,1284.5,475.3
31732.84,3,Q60930,Vdac2,Mus musculus,Voltage-dependent anion-selective channel protein 2,2,2,3,2,3,3,1,2,0,2,3,2,2,33787.60156,15598.25195,44635,18964.63867,29142.39258,52298.76563,18027.72461,34316.35547,NaN,16452.46484,31225.48438,23674.57813,23287.57227,4094.8,1914.8,7085.6,2358.4,4635.8,8315.5,1257.3,4071.1,NaN,1926.3,5105.6,2778,2727.1
30752.72,1,Q60931,Vdac3,Mus musculus,Voltage-dependent anion-selective channel protein 3,0,0,0,0,1,1,0,1,0,1,1,0,1,NaN,NaN,NaN,NaN,2777.565674,1491.485352,NaN,1612.790405,NaN,6240.302734,3891.525391,NaN,3737.164551,NaN,NaN,NaN,NaN,173.6,93.2,NaN,100.8,NaN,390,243.2,NaN,233.6
32351.48,2,Q60932,Vdac1,Mus musculus,Non-selective voltage-gated ion channel VDAC1,2,1,1,1,1,2,1,1,0,2,1,2,2,73524.125,5639.879883,25225.2832,3972.209717,20143.35742,41086.5,16049.51953,20140.77148,NaN,14873.86621,29665.17578,13038.23535,33065.84766,3471.6,390.5,1746.7,275.1,1394.8,1822.1,1111.3,1394.6,NaN,2253.3,2054.1,1723.6,1407.3
49258.28,14,Q60963,Pla2g7,Mus musculus,Platelet-activating factor acetylhydrolase,14,14,14,14,14,14,14,14,14,14,13,14,14,894422.5625,1071564.25,853623.625,745405.3125,452501.4688,571633.375,864502.9375,1092474.75,1429885,680794.75,606069.1875,674504.5,764818.875,276205.406,350290.406,282979.812,224523.703,143246.797,181831.203,297421.812,358505.312,447399.906,211590.406,180660.297,222688.797,232357
70794.11,1,Q60967,Papss1,Mus musculus,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,3436.383789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47655.7;47790.05,2,Q60972;Q60973,Rbbp4;Rbbp7,Mus musculus,Histone-binding protein RBBP4;Histone-binding protein RBBP7,2,2,2,2,2,2,2,2,0,2,2,2,1,24169.5,24916.66211,15592.52148,27472.54883,75430.64063,42051.51172,28416.79102,44188.84375,NaN,23237.15234,28031.77344,35818.20313,26613.89648,2564.1;2435.9,2581.2;2452.2,1912.3;1816.7,3108;2952.6,7483.5;7109.3,4296.8;4081.9,2734.6;2597.8,4607;4376.6,NaN,2479.8;2355.8,3558.7;3380.8,4047.4;3845,921.8;875.7
26809.03,3,Q60994,Adipoq,Mus musculus,Adiponectin,0,0,0,0,3,1,1,1,0,1,3,1,2,NaN,NaN,NaN,NaN,78746.0625,1235.638672,7951.322754,2383.510986,NaN,1234.275635,16670.05078,1820.82373,13110.0459,NaN,NaN,NaN,NaN,8825.5,88.3,568,170.3,NaN,88.2,1743.5,130.1,1516.8
226815.35,15,Q60997,Dmbt1,Mus musculus,Deleted in malignant brain tumors 1 protein,13,15,15,15,13,14,14,15,12,15,14,15,15,778989.9375,1548093.25,1565261.25,1255368.75,253726.3594,409896.1563,1207329.625,1323643,474555.5313,868065,661722.4375,880773.3125,650245.25,78133.703,149216.594,153333.5,123711.398,15632,33370.602,126163.602,137356.094,49298.102,82174.5,76866.398,88782,75124.898
